date,visitors_total,bank_holiday,school_holiday,event,freizeitbad_closed,sportbad_closed,sauna_closed,kursbecken_closed,price_adult_90min,price_adult_max,price_reduced_90min,price_reduced_max,sloop_dummy,sloop_days_since_opening
2006-01-31,1542,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-01,633,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-02,628,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-03,899,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-04,1623,0,0,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-05,2069,0,0,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-06,902,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-07,597,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-08,745,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-09,707,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-10,1409,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-11,1590,0,0,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-12,1876,0,0,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-13,834,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-14,677,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-15,693,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-16,581,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-17,984,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-18,1372,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-19,2031,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-20,831,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-21,605,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-22,743,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-23,539,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-24,749,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-25,1277,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-26,1604,0,0,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-27,1127,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-02-28,574,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-01,653,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-02,555,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-03,853,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-04,1611,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-05,1878,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-06,759,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-07,546,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-08,703,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-09,657,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-10,852,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-11,1611,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-12,1950,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-13,838,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-14,581,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-15,694,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-16,610,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-17,869,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-18,1425,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-19,1941,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-20,809,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-21,607,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-22,727,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-23,563,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-24,914,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-25,1997,0,0,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-26,2293,0,0,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-27,766,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-28,695,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-29,640,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-30,719,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-03-31,750,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-01,1374,0,0,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-02,1583,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-03,1350,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-04,1183,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-05,1237,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-06,1104,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-07,1072,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-08,1274,0,1,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-09,1647,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-10,1739,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-11,1641,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-12,2264,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-13,1742,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-14,1535,3,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-15,1189,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-16,842,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-17,1484,3,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-18,1768,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-19,1410,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-20,1363,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-21,1116,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-22,1381,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-23,1873,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-24,658,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-25,555,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-26,609,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-27,640,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-28,655,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-29,1121,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-04-30,1745,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-01,1186,3,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-02,518,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-03,703,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-04,658,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-05,834,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-06,1275,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-07,1436,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-08,679,0,0,0,1,1,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-09,554,0,0,0,1,1,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-10,673,0,0,0,1,1,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-11,578,0,0,0,1,1,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-12,654,0,0,0,1,1,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-13,737,0,0,0,1,1,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-14,814,0,0,0,1,1,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-15,490,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-16,509,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-17,529,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-18,591,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-19,773,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-20,1449,0,0,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-21,2077,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-22,612,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-23,613,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-24,645,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-25,2112,3,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-26,1675,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-27,1777,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-28,1841,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-29,759,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-30,622,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-05-31,691,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-01,641,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-02,703,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-03,1143,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-04,1750,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-05,1720,3,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-06,1031,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-07,557,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-08,595,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-09,611,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-10,1881,0,0,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-11,2635,0,0,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-12,1381,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-13,1935,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-14,782,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-15,1175,2,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-16,1059,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-17,1326,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-18,1927,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-19,913,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-20,676,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-21,705,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-22,785,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-23,661,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-24,1092,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-25,2535,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-26,1022,0,2,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-27,702,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-28,842,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-29,888,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-06-30,628,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-01,2104,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-02,3609,0,2,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-03,1874,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-04,2016,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-05,2778,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-06,1231,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-07,939,0,2,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-08,1452,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-09,2243,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-10,923,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-11,1245,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-12,1294,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-13,1711,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-14,1206,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-15,2103,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-16,3213,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-17,2041,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-18,2514,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-19,3169,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-20,2903,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-21,2659,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-22,2855,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-23,2787,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-24,1842,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-25,2864,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-26,3311,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-27,2492,0,3,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-28,1525,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-29,1835,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-30,2462,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-07-31,1428,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-01,1583,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-02,2058,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-03,1852,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-04,1547,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-05,1547,0,3,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-06,1711,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-07,1374,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-08,1350,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-09,1447,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-10,1305,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-11,1365,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-12,1259,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-13,1550,0,1,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-14,1396,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-15,1439,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-16,1448,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-17,1308,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-18,1264,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-19,1274,0,1,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-20,1897,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-21,1102,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-22,1637,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-23,1352,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-24,1407,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-25,1289,0,1,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-26,1558,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-27,1921,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-28,1657,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-29,1658,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-30,1603,0,1,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-08-31,514,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-01,550,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-02,842,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-03,1646,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-04,656,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-05,536,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-06,708,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-07,568,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-08,584,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-09,1191,0,0,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-10,1210,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-11,817,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-12,705,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-13,845,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-14,639,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-15,798,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-16,1023,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-17,1568,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-18,728,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-19,543,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-20,654,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-21,689,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-22,760,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-23,1066,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-24,1512,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-25,685,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-26,621,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-27,609,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-28,669,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-29,658,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-09-30,1006,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-01,1774,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-02,2029,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-03,2107,3,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-04,885,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-05,969,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-06,972,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-07,1059,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-08,1496,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-09,924,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-10,961,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-11,1164,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-12,1180,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-13,1038,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-14,1137,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-15,1516,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-16,1063,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-17,895,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-18,1238,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-19,1197,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-20,1133,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-21,1355,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-22,1833,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-23,1472,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-24,1455,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-25,1418,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-26,1281,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-27,1373,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-28,1310,0,1,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-29,1583,0,0,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-30,745,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-10-31,578,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-01,1104,2,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-02,571,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-03,658,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-04,1112,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-05,1389,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-06,669,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-07,520,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-08,561,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-09,534,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-10,547,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-11,1513,0,0,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-12,1706,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-13,716,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-14,569,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-15,611,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-16,522,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-17,669,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-18,1349,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-19,1717,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-20,653,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-21,560,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-22,567,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-23,568,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-24,881,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-25,1136,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-26,1744,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-27,701,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-28,552,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-29,527,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-11-30,500,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-12-01,575,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-12-02,904,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-12-03,1104,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-12-04,581,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-12-05,541,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-12-06,544,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-12-07,482,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-12-08,754,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-12-09,1162,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-12-10,1205,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-12-11,640,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-12-12,646,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-12-13,481,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-12-14,490,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-12-15,633,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
